word,SI_t,IR_t,cumulative_importance
allende,0.01860792189836502,0.002992837147328531,0.002992837147328531
learn,0.012865974567830563,0.002069321165120042,0.005062158312448573
posibles,0.010285698808729649,0.0016543180721165691,0.006716476384565142
columnas,0.009388778824359179,0.0015100604026107053,0.008226536787175847
fernández,0.00887860544025898,0.0014280057882452215,0.009654542575421069
ironía,0.008794708177447319,0.0014145120275731078,0.011069054602994177
dando,0.008256550412625074,0.0013279564971661996,0.012397011100160376
álbum,0.007436010986566544,0.0011959836262261418,0.013592994726386518
myglookhere,0.006787113845348358,0.0010916171376069205,0.014684611863993438
alternativa,0.0066529375811417895,0.0010700366672029432,0.01575464853119638
corta,0.006417218024532001,0.0010321243065843416,0.01678677283778072
sitio,0.006050278171896934,0.0009731069037921483,0.01775987974157287
avisa,0.0060127489268779755,0.0009670708230724736,0.018726950564645344
distintos,0.0057926363910415345,0.0009316686445034704,0.019658619209148815
temporarily,0.005778146996384575,0.0009293382177740106,0.020587957426922824
ingrid,0.005644804798066616,0.0009078918957928601,0.021495849322715685
nacía,0.005483816843479872,0.0008819991210170814,0.022377848443732765
martina,0.005479980260133743,0.0008813820575309043,0.023259230501263668
anterior,0.005465778522193432,0.0008790978965645944,0.024138328397828264
responsabilidad,0.005359360792984565,0.0008619820179162306,0.025000310415744496
montes,0.005272863743205865,0.0008480701160324011,0.025848380531776897
equipos,0.005211079994646402,0.0008381330204878302,0.02668651355226473
nba,0.005188321539511283,0.000834472625183281,0.02752098617744801
eladio,0.005174009595066309,0.0008321707389641012,0.02835315691641211
producción,0.00501482277435975,0.000806567652656136,0.029159724569068245
molina,0.00498051227380832,0.0008010492642431462,0.02996077383331139
mames,0.004968843422830105,0.0007991724845111057,0.030759946317822497
prefieran,0.004951828242176108,0.0007964358186433141,0.03155638213646581
hansen,0.004937892003605763,0.0007941943597251624,0.032350576496190976
demostrada,0.004911936353892088,0.0007900197381274138,0.03314059623431839
jeff,0.004847089760005474,0.0007795900245827413,0.033920186258901135
escribió,0.004775449633598328,0.0007680676615417905,0.034688253920442925
scarlett,0.004746547434478998,0.0007634191265986481,0.035451673047041575
inmediatamente,0.004671675797838431,0.0007513770180470821,0.03620305006508866
crea,0.00458377165098985,0.0007372388032840585,0.036940288868372716
tocando,0.004568500320116679,0.0007347826124973599,0.03767507148087008
castillo,0.004532346967607737,0.0007289678258177826,0.03840403930668786
mexicano,0.00453219935297966,0.0007289440839649949,0.039132983390652853
vidushi,0.004527203883561823,0.000728140629042747,0.0398611240196956
listo,0.0045248509539912145,0.0007277621915652883,0.04058888621126089
