word,SI_t,IR_t,cumulative_importance
frases,0.019248731434345245,0.007107781829728589,0.007107781829728589
triste,0.009709807112812996,0.003585440983579769,0.010693222813308359
fernández,0.00887860544025898,0.003278511658643691,0.01397173447195205
darcy,0.008182737231254577,0.0030215555351340634,0.016993290007086114
princesa,0.00746847502887249,0.002757807250159043,0.019751097257245158
grave,0.006811829283833504,0.0025153344040353283,0.022266431661280485
funciona,0.006213533692061901,0.0022944079211392587,0.024560839582419745
sánchez,0.005916997801850212,0.0021849091513373034,0.026745748733757048
martina,0.005479980260133743,0.0020235361614922387,0.028769284895249287
pablo,0.005208949128595682,0.0019234552725979342,0.030692740167847222
romántico,0.00503917783498764,0.0018607655665239193,0.032553505734371144
fuente,0.0050265015676044505,0.0018560847311513474,0.03440959046552249
inteligencia,0.005019236356019974,0.0018534019809106153,0.03626299244643311
pedo,0.005015361433227857,0.001851971127874541,0.038114963574307645
buen,0.005007573403418064,0.0018490953219046653,0.03996405889621231
mapa,0.004975786432623863,0.0018373576728962738,0.04180141656910858
mames,0.004968843422830105,0.001834793898809445,0.043636210467918025
sexualmente,0.004963198831925789,0.001832709578562015,0.04546892004648004
ricas,0.004923250526189804,0.0018179582770226294,0.04728687832350267
impartir,0.004912423047547539,0.0018139601249252944,0.04910083844842796
demostrada,0.004911936353892088,0.0018137804085459237,0.05091461885697389
chicastentaciones,0.004880347351233165,0.0018021158612024184,0.05271673471817631
declarando,0.004724557356288035,0.0017445888860299805,0.054461323604206295
toma,0.004683189559727907,0.0017293134236584006,0.0561906370278647
tocando,0.004568500320116679,0.0016869633032801014,0.0578776003311448
vidushi,0.004527203883561823,0.0016717141912864968,0.0595493145224313
precisamente,0.004499076571803363,0.0016613279070725056,0.0612106424295038
constante,0.004464214667677879,0.001648454808939362,0.06285909723844317
vueltas,0.004431528504937887,0.0016363851245344808,0.06449548236297765
desarrollo,0.00437075961381197,0.0016139456187607725,0.06610942798173843
sorprende,0.004347467174132666,0.001605344658220214,0.06771477263995863
vuelva,0.0043136365711688995,0.0015928523781001036,0.06930762501805873
esperar,0.004187023267149925,0.0015460991806347257,0.07085372419869346
según,0.0040867808274924755,0.001509083682050046,0.07236280788074351
pinché,0.004046821966767311,0.0014943284829779552,0.07385713636372146
boyé,0.004008417949080467,0.001480147424863337,0.0753372837885848
largos,0.0040078590003152685,0.0014799410275799327,0.07681722481616474
ama,0.003972080536186695,0.0014667294807257376,0.07828395429689047
ciencia,0.003826695494353771,0.0014130446359774459,0.07969699893286791
básico,0.003784595367809137,0.0013974987536161127,0.08109449768648402
rue,0.003762166015803814,0.0013892164966175262,0.08248371418310155
agrégale,0.003761432133615017,0.0013889455034611987,0.08387265968656274
parto,0.003719793115225103,0.0013735698897835366,0.08524622957634628
