word,SI_t,IR_t,cumulative_importance
west,0.010424185130331252,0.004650460602480945,0.004650460602480945
finds,0.008616959427793822,0.0038442170616801497,0.008494677664161095
accept,0.008303443590799967,0.0037043506807626202,0.012199028344923715
ruralprole,0.008185704122297466,0.0036518244878005687,0.015850852832724284
argue,0.007649943232536316,0.003412809650762156,0.01926366248348644
normalising,0.007543584331870079,0.0033653605819776496,0.02262902306546409
wishful,0.007012586109340191,0.003128470476613204,0.025757493542077296
gooning,0.006801868788897991,0.0030344647980181942,0.02879195834009549
bitches,0.006784243819614251,0.003026601907610053,0.03181856024770554
occurred,0.006631956901401281,0.0029586633297194907,0.03477722357742503
outside,0.006537286564707756,0.0029164287890323898,0.037693652366457414
allowing,0.00652735773473978,0.0029119993173741736,0.04060565168383159
来,0.0064725963398814205,0.0028875690423798522,0.04349322072621144
memories,0.0063932910561561584,0.0028521891932192893,0.04634540991943073
oppose,0.006092450891931851,0.0027179777115660868,0.04906338763099682
seen,0.00582079216837883,0.002596784718981213,0.05166017234997803
safety,0.005808431189507246,0.0025912702116569772,0.054251442561635006
frozen,0.00574538817939659,0.0025631453240887057,0.05681458788572371
mtgreenee,0.005703982198610902,0.0025446731960572645,0.059359261081780974
dressed,0.005698932334780693,0.002542420339599262,0.061901681421380236
huber,0.0056777819991111755,0.002532984704916015,0.06443466612629625
watching,0.005483020097017288,0.0024460970929609605,0.06688076321925722
trophy,0.005457994403938453,0.002434932575230527,0.06931569579448775
cook,0.005426492542028427,0.002420878894689963,0.07173657468917771
filed,0.0052414534406529534,0.0023383288401671145,0.07407490352934483
chale,0.005171636119484901,0.0023071817819171553,0.07638208531126199
lakshmi,0.005136019260519081,0.002291292309758538,0.07867337762102053
helps,0.005127519524345796,0.0022875003885952875,0.08096087800961582
woolf,0.005100274673448159,0.002275345855254234,0.08323622386487006
facebook,0.004983409307897091,0.002223209619040583,0.08545943348391065
beautifully,0.004932827365464669,0.0022006438906370753,0.08766007737454773
continue,0.004919814877212048,0.0021948387305020176,0.08985491610504975
natachakennedy,0.004817528463900089,0.002149206488813191,0.09200412259386294
instagram,0.004798416048288345,0.0021406800155484335,0.09414480260941137
utes,0.004672178688148658,0.002084362724311669,0.09622916533372304
wife,0.004669418931007386,0.002083131535331673,0.09831229686905471
whenever,0.004662847146391869,0.0020801997161956597,0.10039249658525037
leaving,0.004563048481941223,0.0020356773145493645,0.10242817389979973
hmm,0.004553213656421692,0.0020312897803642918,0.10445946368016402
sand,0.004514417611062527,0.002013982002516996,0.10647344568268102
designer,0.0044396134714285536,0.0019806102137468534,0.10845405589642787
trip,0.004411120306361805,0.001967898779718562,0.11042195467614643
meerkatsrmammal,0.004383568567500498,0.0019556073368381457,0.11237756201298457
coverage,0.004364732652902603,0.001947204216819265,0.11432476622980384
using,0.004349865909251903,0.0019405718321512683,0.1162653380619551
patriarchy,0.004297576049344637,0.001917244163813872,0.11818258222576898
halloween,0.004259929060935974,0.0019004490058031874,0.12008303123157217
mainly,0.004235581494867802,0.0018895870155995712,0.12197261824717175
metal,0.004232369363307953,0.0018881540123401033,0.12386077225951185
call,0.004230779440452656,0.0018874447124277265,0.12574821697193958
personally,0.004230554548225233,0.0018873443830081738,0.12763556135494775
sounds,0.00422001946900113,0.0018826444500864962,0.12951820580503423
symptoms,0.004213244157532851,0.0018796218330992857,0.1313978276381335
thro,0.004208627661379675,0.0018775623115910402,0.13327538994972454
自,0.004205747569600741,0.0018762774386554579,0.13515166738838
tradies,0.004166369490763721,0.00185871000274144,0.13701037739112143
objective,0.0041369664083634105,0.0018455926343731177,0.13885597002549455
heart,0.004087500939411777,0.0018235249895964072,0.14067949501509094
sophia,0.004062865364054839,0.0018125345120497706,0.1424920295271407
ata,0.004011733457446098,0.0017897234324075072,0.14428175295954823
better,0.004005362732069833,0.001786881310265476,0.1460686342698137
pick,0.003992647398263216,0.0017812087173312801,0.14784984298714499
process,0.0039490557586153345,0.0017617615183180776,0.14961160450546307
