word,SI_t,IR_t,cumulative_importance
robin,0.010176675394177437,0.005076802534614097,0.005076802534614097
cuentan,0.006974689196795225,0.0034794388561017494,0.008556241390715846
week,0.006678794200221698,0.0033318267519126354,0.011888068142628482
becker,0.006621886510401964,0.0033034374113151002,0.015191505553943583
pinche,0.005573222879320383,0.002780294245789881,0.017971799799733464
unu,0.0049733370542526245,0.0024810312979979586,0.02045283109773142
plásticos,0.004695401423507267,0.0023423785199566233,0.022795209617688043
afganas,0.004680333607312705,0.0023348616910822922,0.025130071308770336
sensual,0.004679820189873377,0.0023346055643162964,0.02746467687308663
bleu,0.004607714060693979,0.002298634231321965,0.029763311104408597
female,0.004353440739214421,0.0021717857869163635,0.03193509689132496
cha,0.004333410412073135,0.0021617933275265115,0.03409689021885147
tratar,0.004279404878616333,0.0021348517755444612,0.03623174199439593
vieja,0.0042533958330750465,0.0021218767337737032,0.038353618728169635
dia,0.004107167944312096,0.0020489285372804005,0.040402547265450034
europeo,0.0039403218155105914,0.001965694591342156,0.04236824185679219
fin,0.0038526691496372223,0.0019219676118488133,0.044290209468641
tierno,0.0038499245420098305,0.0019205984190211402,0.04621080788766214
vista,0.0038040997460484505,0.0018977379630005016,0.04810854585066264
formas,0.0037156553007662296,0.0018536159912769838,0.04996216184193963
terminará,0.0036875084042549133,0.0018395744472544705,0.0518017362891941
linda,0.0036748219281435013,0.0018332455891959154,0.05363498187839002
maestro,0.003674621693789959,0.0018331456989828345,0.05546812757737285
gary,0.00362978782504797,0.0018107795833655362,0.057278907160738385
líquido,0.0036229193210601807,0.001807353116754037,0.05908626027749242
ausencias,0.0036146025328586497,0.001803204149651722,0.060889464427144144
garra,0.0035648075863718987,0.0017783631184953633,0.0626678275456395
re,0.0035471580922603607,0.0017695583769693263,0.06443738592260882
hijos,0.0035376263161500296,0.0017648032930895762,0.0662021892156984
petriste,0.0035310919795717515,0.0017615435314073274,0.06796373274710572
cabrea,0.003517928471167882,0.0017549766979140027,0.06971870944501973
allí,0.0034989514388144016,0.0017455096920186662,0.0714642191370384
duramente,0.0034971702843904495,0.0017446211337278875,0.0732088402707663
wisin,0.0034799883142113686,0.0017360496242342536,0.07494488989500055
quedó,0.0034661232493817806,0.0017291328077354475,0.07667402270273599
verdadero,0.003465451921025912,0.0017287979045016682,0.07840282060723766
gil,0.0034535626570383706,0.0017228667488728682,0.08012568735611053
ambos,0.0034307265343765415,0.0017114745720646482,0.08183716192817518
casos,0.0034307265343765415,0.0017114745720646482,0.08354863650023983
tuit,0.003430719797809919,0.0017114712114171696,0.085260107711657
alexiarivass,0.0033789897728378746,0.0016856648344107865,0.08694577254606778
corta,0.0033739715698175134,0.0016831614209848699,0.08862893396705265
debiera,0.0033643869165745043,0.0016783799584744958,0.09030731392552716
historia,0.0033434624699335814,0.001667941452810572,0.09197525537833773
maid,0.0032881058508618956,0.00164032588946347,0.0936155812678012
autoridades,0.003219258040189743,0.0016059800224504574,0.09522156129025165
parlamento,0.003213991721471151,0.0016033528324121537,0.09682491412266381
larreta,0.003212509469853507,0.0016026133867211084,0.09842752750938491
obstante,0.0031805563097198806,0.0015866730252501965,0.10001420053463511
romántico,0.003166298381984234,0.0015795602226046398,0.10159376075723975
meter,0.0031229928135871887,0.001557956524846253,0.103151717282086
s,0.003118576614984444,0.0015557534312629986,0.104707470713349
womensrights,0.003089302498847246,0.0015411495551200152,0.10624862026846901
original,0.0030342171279092627,0.0015136693083826458,0.10776228957685166
bts,0.0030117868445813656,0.0015024795912264581,0.10926476916807812
gusto,0.002992008812725544,0.0014926129935050882,0.1107573821615832
pepsi,0.002970776753500104,0.0014820210302247754,0.11223940319180799
literalmente,0.002920457161962986,0.0014569182712232895,0.11369632146303128
juegan,0.0029013661667704584,0.001447394413084198,0.11514371587611548
chino,0.002896317280828953,0.0014448756929765017,0.11658859156909199
internacionalistas,0.0028921549674123526,0.001442799254209933,0.11803139082330193
icavalladolid,0.0028887144848704334,0.0014410829126924368,0.11947247373599436
cola,0.002864935901015997,0.0014292205735584986,0.12090169430955286
pretorian,0.0028553377238235305,0.0014244323644026608,0.12232612667395552
miseria,0.0028548039014363643,0.001424166058291556,0.12375029273224708
campeón,0.002840343862771988,0.0014169524292724045,0.12516724516151947
alcalde,0.0028285797900305344,0.0014110837273635898,0.12657832888888307
dándolo,0.002824047114700079,0.001408822527441717,0.12798715141632477
realizado,0.002820124982723168,0.0014068659071516697,0.12939401732347644
saldrá,0.00281838591520985,0.0014059983446111047,0.13080001566808755
entonces,0.0028107849260171256,0.0014022064656619858,0.13220222213374955
cuadros,0.0027749286964535713,0.0013843189935673066,0.13358654112731685
judicial,0.0027707788842515303,0.0013822487912380128,0.13496878991855488
odio,0.0027701263315975666,0.0013819232545731106,0.136350713173128
golfa,0.002767975042973246,0.0013808500487256599,0.13773156322185365
proceden,0.0027617663145065308,0.0013777527220255686,0.1391093159438792
genera,0.002730437864859899,0.0013621240076948993,0.1404714399515741
aqui,0.002727624960243702,0.0013607207437867956,0.1418321606953609
alv,0.002726742997765541,0.0013602807622435968,0.14319244145760449
señalando,0.002713695835573451,0.0013537719699788636,0.14454621342758334
testimonio,0.002703415126436287,0.001348643268493991,0.14589485669607732
gdtcnzasgt,0.0026972153948412996,0.0013455504300318969,0.14724040712610922
artista,0.002686728723347187,0.001340318980824876,0.1485807261069341
integrante,0.002683610748499632,0.0013387635275952303,0.14991948963452933
avanza,0.0026722903518627086,0.0013331161608361362,0.15125260579536548
espectro,0.002668629710872968,0.0013312899896421862,0.15258389578500767
profesiones,0.0026520026019877852,0.001322995281865627,0.1539068910668733
cabeza,0.002644169686310407,0.0013190877025605933,0.1552259787694339
frase,0.0026436747672657175,0.001318840804024167,0.15654481957345806
vomitivo,0.00263328156951401,0.001313655985736772,0.15785847555919483
manda,0.0026308490584294,0.0013124424874220973,0.15917091804661693
latina,0.0026222376618534327,0.001308146550068288,0.1604790645966852
sumisa,0.002590653125309583,0.0012923900825610147,0.16177145467924622
peor,0.0025792789335052175,0.001286715879194498,0.1630581705584407
jaja,0.002559710294008255,0.0012769537403083573,0.16433512429874908
españa,0.0025023832614164032,0.0012483552036457125,0.1655834795023948
raza,0.0024910173378884792,0.0012426851250454058,0.1668261646274402
entender,0.0024861747725718037,0.001240269331387705,0.16806643395882792
renunciado,0.0024833486615014927,0.0012388594792219314,0.16930529343804984
cuantas,0.002452473342418671,0.001223456816554085,0.17052875025460393
retirada,0.002439134754240513,0.0012168026416248354,0.17174555289622875
almería,0.0024369997515653573,0.0012157375602920026,0.17296129045652076
top,0.002436193637549877,0.0012153354170066505,0.17417662587352742
retrato,0.002429947123995849,0.001212219240591931,0.17538884511411934
ánimo,0.002405503299087286,0.0012000250349751872,0.17658887014909452
niño,0.0024038893968931266,0.001199219913220531,0.17778809006231505
electorales,0.0024035580438346816,0.001199054612276774,0.1789871446745918
hermosa,0.0023935205924014253,0.0011940472639136164,0.18018119193850543
music,0.0023901562117749735,0.0011923688870930733,0.1813735608255985
albertdomenech,0.002364914276237999,0.0011797765308127505,0.18255333735641124
observa,0.0023599023413327005,0.001177276244339518,0.18373061360075077
poquito,0.0023525308019348556,0.0011735988302087302,0.1849042124309595
viejo,0.0023430148139595985,0.0011688516225008198,0.18607306405346033
erroneas,0.0023420453786548944,0.0011683680036939468,0.18724143205715427
pequeña,0.0023267194628715515,0.0011607224175785957,0.18840215447473285
treinticinco,0.0023203068412840366,0.0011575233754289717,0.1895596778501618
chile,0.002308186888694763,0.0011514771369825895,0.1907111549871444
tal,0.0023026357197927106,0.001148707844727465,0.19185986283187184
vive,0.002299784579068668,0.0011472855061056945,0.19300714833797752
manifestación,0.002299661644630962,0.0011472241782318298,0.19415437251620934
recién,0.002292990085801908,0.001143895960964278,0.19529826847717363
holland,0.00228916605313619,0.001141988279135213,0.19644025675630886
luego,0.002276187762618065,0.0011355138446420905,0.19757577060095094
manipulator,0.002272023285724341,0.0011334363265892403,0.19870920692754018
saarayyy,0.002271487067143122,0.001133168825097172,0.19984237575263736
mostrarse,0.0022658894976807964,0.0011303763851564941,0.20097275213779386
varias,0.0022598586178251673,0.0011273677811722766,0.20210011991896615
jxqwxzuaiv,0.0022343541736955996,0.0011146444681465909,0.20321476438711275
radical,0.0022284863516688347,0.0011117172082523439,0.2043264815953651
puesto,0.002219051456389328,0.0011070104549745275,0.20543349205033962
blanca,0.002213701605796814,0.0011043415936818285,0.20653783364402145
amor,0.0022071957200144724,0.0011010960251488478,0.2076389296691703
andes,0.0021922037471085788,0.0010936170319512213,0.2087325467011215
peru,0.0021912802964271535,0.001093156353332865,0.2098257030544544
emimusi,0.002182937744590971,0.0010889945336160533,0.21091469758807044
partidos,0.002171366848051548,0.0010832222008449097,0.21199791978891536
qyrnfmfbyk,0.00216863952163193,0.0010818616290330428,0.2130797814179484
lecossette,0.0021614753641188145,0.0010782876707792727,0.21415806908872767
autista,0.0021534389816224575,0.001074278588692408,0.21523234767742008
recambio,0.0021532020635075043,0.0010741603981793079,0.2163065080755994
kjj,0.00214228013323413,0.001068711812944245,0.21737521988854364
participar,0.002125886268913746,0.0010605334630696419,0.21843575335161328
xi,0.002123314052051495,0.0010592502702212855,0.21949500362183455
umm,0.002117631956934929,0.0010564156632624938,0.22055141928509706
especie,0.002114277612417936,0.0010547422931208481,0.22160616157821791
única,0.0021101031452417374,0.0010526597912506484,0.22265882136946857
afirmas,0.0021089332156060707,0.0010520761525366661,0.22371089752200524
conocieron,0.002108388797690471,0.001051804560671273,0.2247627020826765
cultural,0.002100820094347,0.001048028788051085,0.2258107308707276
francés,0.002099498917925216,0.0010473696973808033,0.2268581005681084
dra,0.0020960818391102245,0.0010456650311988743,0.22790376559930728
jimmonteverdi,0.0020914243567468865,0.0010433415692281168,0.2289471071685354
organizada,0.0020904775398472948,0.001042869233986058,0.22998997640252145
wtf,0.0020904397178027364,0.0010428503658346982,0.23103282676835615
van,0.0020695486344352717,0.0010324285039905578,0.2320652552723467
cordero,0.002062499666443238,0.001028912009931128,0.23309416728227783
perú,0.002060507730920873,0.0010279183000094657,0.2341220855822873
soberanía,0.002058209147348645,0.0010267716136454507,0.23514885719593276
viven,0.002057074219919741,0.0010262054363601894,0.23617506263229296
just,0.002054140237825257,0.0010247417709530848,0.23719980440324603
saskzu,0.002049949227107896,0.0010226510160642468,0.23822245541931028
protestas,0.002042256606121858,0.0010188134250822167,0.2392412688443925
escrito,0.0020393144267682847,0.001017345670337081,0.2402586145147296
cádiz,0.0020378763632227974,0.0010166282685953646,0.24127524278332496
jurisprudencia,0.0020324023595700664,0.001013897471498842,0.24228914025482381
buenas,0.0020287410681328133,0.0010120709758184116,0.24330121123064222
solución,0.002027043141424656,0.001011223937047725,0.24431243516768994
