word,SI_t,IR_t,cumulative_importance
historia,0.007717167027294636,0.01266597739639326,0.01266597739639326
week,0.006678794200221698,0.010961724176239047,0.023627701572632307
fin,0.00603799894452095,0.009910004264551844,0.03353770583718415
van,0.005753375589847565,0.009442859655133883,0.04298056549231803
literalmente,0.0056460145860910416,0.009266650945120913,0.052247216437438945
gusto,0.005633637309074402,0.009246336455313036,0.06149355289275198
gracias,0.005065927902857463,0.008314570370500906,0.06980812326325289
unu,0.0049733370542526245,0.0081626035164217,0.07797072677967459
españa,0.004623308777809143,0.007588111578920401,0.085558838358595
dia,0.00419815257191658,0.006890314203960731,0.09244915256255573
sumisa,0.0040273237973451614,0.006609937559303129,0.09905909012185886
puesto,0.0038587567086021107,0.00633327295838885,0.10539236308024771
ausencias,0.0036146025328586497,0.005932549317153136,0.11132491239740085
entender,0.0036022821441292763,0.005912328196551612,0.11723724059395246
garra,0.0035648075863718987,0.0058508222190580585,0.12308806281301052
social,0.0035572026748783314,0.005838340483631262,0.1289264032966418
hijos,0.0035376263161500296,0.005806210335834878,0.13473261363247666
wisin,0.0034799883142113686,0.005711610643078937,0.14044422427555558
gil,0.0034535626570383706,0.005668238927104122,0.1461124632026597
ambos,0.0034307265343765415,0.005630758616980863,0.15174322181964056
casos,0.0034307265343765415,0.005630758616980863,0.15737398043662143
seguir,0.0033655529841780663,0.005523791032796544,0.16289777146941797
debiera,0.0033643869165745043,0.005521877197595473,0.16841964866701345
mansplaining,0.003355007618665695,0.005506483209764597,0.17392613187677805
periodista,0.003194393538352516,0.005242871666358313,0.17916900354313636
réplica,0.0028350149281322953,0.004653033279072264,0.18382203682220863
dándolo,0.002824047114700079,0.004635032103701953,0.18845706892591058
llama,0.002729595017929872,0.004480010433378877,0.19293707935928944
integrante,0.002683610748499632,0.004404537696410364,0.1973416170556998
avanza,0.0026722903518627086,0.004385957835767936,0.20172757489146773
siguiente,0.0025600651279091835,0.00420176561278338,0.2059293405042511
raza,0.0024910173378884792,0.004088439343625287,0.2100177798478764
retirada,0.002439134754240513,0.0040032858631541,0.2140210657110305
almería,0.0024369997515653573,0.003999781741041787,0.21802084745207229
top,0.002436193637549877,0.003998458687923605,0.2220193061399959
ánimo,0.002405503299087286,0.003948087465960938,0.22596739360595683
mujeres,0.002399314546515469,0.003937930033847669,0.2299053236398045
observa,0.0023599023413327005,0.003873243848072322,0.23377856748787684
pequeña,0.0023267194628715515,0.0038187816876642795,0.23759734917554112
treinticinco,0.0023203068412840366,0.003808256825393991,0.2414056060009351
luego,0.002276187762618065,0.003735845375550227,0.24514145137648533
saarayyy,0.002271487067143122,0.0037281302512795758,0.2488695816277649
ex,0.0022298647090792656,0.003659816601392668,0.25252939822915754
blanca,0.002213701605796814,0.003633288537388477,0.256162686766546
emimusi,0.002182937744590971,0.0035827966445370167,0.25974548341108306
xi,0.002123314052051495,0.0034849378915356253,0.2632304213026187
vía,0.002114802598953247,0.0034709682739063096,0.266701389576525
dejar,0.002092515118420124,0.003434388435261292,0.2701357780117863
jimmonteverdi,0.0020914243567468865,0.0034325981976456982,0.273568376209432
ves,0.002086441032588482,0.0034244192025655075,0.2769927954119975
acuerdo,0.0020762038703721303,0.003407617225262578,0.28040041263726007
parte,0.0020567762355009713,0.0033757311739080896,0.28377614381116817
saskzu,0.002049949227107896,0.0033645261897881605,0.28714067000095633
protestas,0.002042256606121858,0.003351900499145006,0.29049257050010135
cultura,0.002032388001680374,0.0033357034257438874,0.29382827392584526
ganó,0.0020235248608514666,0.003321156592559774,0.29714943051840503
contrata,0.0020183748565614223,0.0033127040298902974,0.30046213454829535
idioma,0.0019585550245311526,0.003214523358450683,0.30367665790674603
chacha,0.0019286168195928135,0.0031653865928867888,0.3068420444996328
servicios,0.0019262591376900673,0.003161516993384478,0.3100035614930173
general,0.001896440251065152,0.0031125760617393594,0.31311613755475665
siguen,0.001896440251065152,0.0031125760617393594,0.316228713616496
rumay,0.001855393871665001,0.003045207750045793,0.3192739213665418
asturias,0.001837402223967589,0.0030156785455782336,0.32228959991212003
neoconvergentes,0.0018288161782991318,0.0030015865011820916,0.3252911864133021
excluistes,0.0018237450987928442,0.002993263475624296,0.3282844498889264
obvia,0.001813365068907539,0.002976227013482663,0.33126067690240907
exponía,0.0017956226753691833,0.0029471069031209328,0.33420778380553
yunior,0.001775659856918667,0.0029143424694410285,0.33712212627497107
respondí,0.0017732569415654454,0.0029103986295005804,0.34003252490447167
muchísimo,0.001751237021138271,0.0028742579300166217,0.3429067828344883
encontrarte,0.0017452326603233813,0.002864403135103903,0.34577118596959217
investigadores,0.0017162936429182688,0.0028169063089978235,0.34858809227859
aquí,0.0017162936429182688,0.0028169063089978235,0.35140499858758784
daño,0.0017117653042078018,0.0028094740692203085,0.35421447265680817
zorra,0.0017116195522248745,0.0028092348504351367,0.3570237075072433
